Game_ID,Player_ID,Points,Dates
2,57,144,2021-08-01
2,58,126,2021-08-01
2,59,94,2021-08-01
2,60,75,2021-08-01
2,61,116,2021-08-01
2,62,132,2021-08-01
2,63,144,2021-08-01
2,64,104,2021-08-01
2,65,158,2021-08-01
2,66,102,2021-08-01
2,67,190,2021-08-01
2,68,134,2021-08-01
2,69,105,2021-08-01
2,70,135,2021-08-01
2,71,158,2021-08-01
2,72,113,2021-08-01
2,73,77,2021-08-01
2,74,184,2021-08-01
2,75,134,2021-08-01
2,76,103,2021-08-01
2,77,200,2021-08-01
2,78,159,2021-08-01
2,79,136,2021-08-01
2,80,186,2021-08-01
2,81,118,2021-08-01
2,82,76,2021-08-01
2,83,75,2021-08-01
2,84,92,2021-08-01
2,85,195,2021-08-01
3,1,76,2021-08-01
3,2,112,2021-08-01
3,3,165,2021-08-01
3,4,103,2021-08-01
3,5,143,2021-08-01
3,6,122,2021-08-01
3,7,185,2021-08-01
3,8,185,2021-08-01
3,9,84,2021-08-01
3,10,118,2021-08-01
3,11,93,2021-08-01
3,12,110,2021-08-01
3,13,191,2021-08-01
3,14,149,2021-08-01
3,15,82,2021-08-01
3,16,143,2021-08-01
3,17,103,2021-08-01
3,18,78,2021-08-01
3,19,126,2021-08-01
3,20,132,2021-08-01
3,21,199,2021-08-01
3,22,123,2021-08-01
3,23,153,2021-08-01
3,24,190,2021-08-01
3,25,192,2021-08-01
3,26,172,2021-08-01
3,27,100,2021-08-01
3,28,119,2021-08-01
3,29,104,2021-08-01
3,30,117,2021-08-01
3,31,91,2021-08-01
3,32,123,2021-08-01
3,33,89,2021-08-01
3,34,182,2021-08-01
3,35,148,2021-08-01
3,36,89,2021-08-01
3,37,119,2021-08-01
3,38,175,2021-08-01
3,39,164,2021-08-01
3,40,117,2021-08-01
3,41,93,2021-08-01
3,42,129,2021-08-01
3,43,174,2021-08-01
3,44,167,2021-08-01
3,45,89,2021-08-01
3,46,125,2021-08-01
3,47,95,2021-08-01
3,48,111,2021-08-01
3,49,165,2021-08-01
3,50,167,2021-08-01
3,51,164,2021-08-01
3,52,86,2021-08-01
3,53,165,2021-08-01
3,54,188,2021-08-01
3,55,106,2021-08-01
3,56,156,2021-08-01
3,57,121,2021-08-01
3,58,75,2021-08-01
3,59,123,2021-08-01
3,60,99,2021-08-01
3,61,177,2021-08-01
3,62,149,2021-08-01
3,63,94,2021-08-01
3,64,198,2021-08-01
3,65,128,2021-08-01
3,66,122,2021-08-01
3,67,133,2021-08-01
3,68,195,2021-08-01
3,69,152,2021-08-01
3,70,97,2021-08-01
3,71,163,2021-08-01
3,72,149,2021-08-01
3,73,106,2021-08-01
3,74,135,2021-08-01
3,75,121,2021-08-01
3,76,173,2021-08-01
3,77,115,2021-08-01
3,78,145,2021-08-01
3,79,79,2021-08-01
3,80,141,2021-08-01
3,81,108,2021-08-01
3,82,141,2021-08-01
3,83,124,2021-08-01
3,84,148,2021-08-01
3,85,136,2021-08-01
3,86,82,2021-08-01
3,87,196,2021-08-01
3,88,163,2021-08-01
3,89,123,2021-08-01
3,90,153,2021-08-01
3,91,173,2021-08-01
3,92,192,2021-08-01
3,93,107,2021-08-01
3,94,97,2021-08-01
3,95,92,2021-08-01
3,96,108,2021-08-01
3,97,146,2021-08-01
3,98,177,2021-08-01
3,99,156,2021-08-01
3,100,115,2021-08-01
3,101,89,2021-08-01
3,102,109,2021-08-01
3,103,154,2021-08-01
3,104,95,2021-08-01
4,1,132,2021-08-01
4,2,85,2021-08-01
4,3,114,2021-08-01
4,4,172,2021-08-01
4,5,99,2021-08-01
4,6,161,2021-08-01
4,7,137,2021-08-01
4,8,158,2021-08-01
4,9,135,2021-08-01
4,10,123,2021-08-01
4,11,179,2021-08-01
4,12,85,2021-08-01
4,13,186,2021-08-01
4,14,151,2021-08-01
4,15,126,2021-08-01
4,16,126,2021-08-01
4,17,170,2021-08-01
4,18,145,2021-08-01
4,19,196,2021-08-01
4,20,85,2021-08-01
4,21,119,2021-08-01
4,22,166,2021-08-01
4,23,97,2021-08-01
4,24,184,2021-08-01
4,25,103,2021-08-01
4,26,159,2021-08-01
4,27,135,2021-08-01
4,28,76,2021-08-01
4,29,181,2021-08-01
4,30,126,2021-08-01
4,31,133,2021-08-01
4,32,130,2021-08-01
4,33,86,2021-08-01
4,34,141,2021-08-01
4,35,130,2021-08-01
4,36,124,2021-08-01
4,37,82,2021-08-01
4,38,135,2021-08-01
4,39,165,2021-08-01
4,40,101,2021-08-01
4,41,86,2021-08-01
4,42,103,2021-08-01
4,43,187,2021-08-01
4,44,81,2021-08-01
4,45,200,2021-08-01
4,46,128,2021-08-01
4,47,165,2021-08-01
4,48,146,2021-08-01
4,49,137,2021-08-01
4,50,191,2021-08-01
4,51,94,2021-08-01
4,52,94,2021-08-01
4,53,188,2021-08-01
4,54,140,2021-08-01
4,55,168,2021-08-01
4,56,148,2021-08-01
4,57,193,2021-08-01
4,58,90,2021-08-01
4,59,116,2021-08-01
4,60,157,2021-08-01
4,61,113,2021-08-01
4,62,96,2021-08-01
4,63,150,2021-08-01
4,64,175,2021-08-01
4,65,163,2021-08-01
4,66,80,2021-08-01
4,67,106,2021-08-01
4,68,96,2021-08-01
4,69,164,2021-08-01
4,70,113,2021-08-01
4,71,84,2021-08-01
4,72,147,2021-08-01
4,73,102,2021-08-01
4,74,107,2021-08-01
4,75,182,2021-08-01
4,76,184,2021-08-01
4,77,161,2021-08-01
4,78,96,2021-08-01
4,79,190,2021-08-01
4,80,150,2021-08-01
4,81,184,2021-08-01
4,82,128,2021-08-01
4,83,155,2021-08-01
4,84,95,2021-08-01
4,85,185,2021-08-01
4,86,82,2021-08-01
4,87,76,2021-08-01
4,88,176,2021-08-01
4,89,160,2021-08-01
4,90,175,2021-08-01
4,91,108,2021-08-01
4,92,170,2021-08-01
4,93,115,2021-08-01
4,94,192,2021-08-01
4,95,131,2021-08-01
4,96,84,2021-08-01
4,97,139,2021-08-01
4,98,82,2021-08-01
4,99,181,2021-08-01
4,100,187,2021-08-01
4,101,116,2021-08-01
4,102,152,2021-08-01
4,103,116,2021-08-01
4,104,143,2021-08-01
4,105,157,2021-08-01
5,1,80,2021-08-01
5,2,169,2021-08-01
5,3,195,2021-08-01
5,4,171,2021-08-01
5,5,131,2021-08-01
5,6,128,2021-08-01
5,7,91,2021-08-01
5,8,164,2021-08-01
5,9,149,2021-08-01
5,10,174,2021-08-01
5,11,103,2021-08-01
5,12,160,2021-08-01
5,13,146,2021-08-01
5,14,75,2021-08-01
5,15,185,2021-08-01
5,16,83,2021-08-01
5,17,132,2021-08-01
5,18,181,2021-08-01
5,19,143,2021-08-01
5,20,95,2021-08-01
5,21,100,2021-08-01
5,22,199,2021-08-01
5,23,133,2021-08-01
5,24,126,2021-08-01
5,25,124,2021-08-01
5,26,110,2021-08-01
5,27,85,2021-08-01
5,28,91,2021-08-01
5,29,195,2021-08-01
5,30,129,2021-08-01
5,31,81,2021-08-01
5,32,124,2021-08-01
5,33,91,2021-08-01
5,34,78,2021-08-01
5,35,141,2021-08-01
5,36,84,2021-08-01
5,37,157,2021-08-01
5,38,91,2021-08-01
5,39,185,2021-08-01
5,40,77,2021-08-01
5,41,149,2021-08-01
5,42,141,2021-08-01
5,43,81,2021-08-01
5,44,115,2021-08-01
5,45,133,2021-08-01
5,46,162,2021-08-01
5,47,168,2021-08-01
5,48,75,2021-08-01
5,49,76,2021-08-01
5,50,98,2021-08-01
5,51,154,2021-08-01
5,52,138,2021-08-01
5,53,129,2021-08-01
5,54,153,2021-08-01
5,55,160,2021-08-01
5,56,132,2021-08-01
5,57,89,2021-08-01
5,58,93,2021-08-01
5,59,84,2021-08-01
5,60,134,2021-08-01
5,61,189,2021-08-01
5,62,90,2021-08-01
5,63,149,2021-08-01
5,64,132,2021-08-01
5,65,119,2021-08-01
5,66,104,2021-08-01
5,67,138,2021-08-01
5,68,86,2021-08-01
5,69,178,2021-08-01
5,70,167,2021-08-01
5,71,123,2021-08-01
5,72,126,2021-08-01
5,73,195,2021-08-01
5,74,161,2021-08-01
5,75,173,2021-08-01
5,76,97,2021-08-01
5,77,105,2021-08-01
5,78,95,2021-08-01
5,79,140,2021-08-01
5,80,196,2021-08-01
5,81,172,2021-08-01
5,82,96,2021-08-01
5,83,97,2021-08-01
5,84,197,2021-08-01
5,85,152,2021-08-01
5,86,76,2021-08-01
5,87,111,2021-08-01
5,88,196,2021-08-01
5,89,120,2021-08-01
5,90,80,2021-08-01
5,91,181,2021-08-01
5,92,187,2021-08-01
5,93,137,2021-08-01
5,94,120,2021-08-01
5,95,132,2021-08-01
5,96,151,2021-08-01
5,97,75,2021-08-01
5,98,120,2021-08-01
5,99,136,2021-08-01
5,100,136,2021-08-01
5,101,149,2021-08-01
5,102,107,2021-08-01
5,103,141,2021-08-01
5,104,176,2021-08-01
5,105,177,2021-08-01
5,106,115,2021-08-01
5,107,179,2021-08-01
5,108,184,2021-08-01
5,109,101,2021-08-01
5,110,87,2021-08-01
5,111,194,2021-08-01
5,112,155,2021-08-01
5,113,95,2021-08-01
5,114,150,2021-08-01
5,115,196,2021-08-01
5,116,136,2021-08-01
5,117,80,2021-08-01
5,118,106,2021-08-01
5,119,179,2021-08-01
1,1,147,2021-08-02
1,2,112,2021-08-02
1,3,101,2021-08-02
1,4,82,2021-08-02
1,5,99,2021-08-02
1,6,169,2021-08-02
1,7,77,2021-08-02
1,8,118,2021-08-02
1,9,134,2021-08-02
1,10,126,2021-08-02
1,11,153,2021-08-02
1,12,127,2021-08-02
1,13,128,2021-08-02
1,14,93,2021-08-02
1,15,162,2021-08-02
1,16,194,2021-08-02
1,17,185,2021-08-02
1,18,177,2021-08-02
1,19,143,2021-08-02
1,20,80,2021-08-02
1,21,99,2021-08-02
1,22,79,2021-08-02
1,23,135,2021-08-02
1,24,185,2021-08-02
1,25,145,2021-08-02
1,26,108,2021-08-02
1,27,184,2021-08-02
1,28,175,2021-08-02
1,29,140,2021-08-02
1,30,189,2021-08-02
1,31,97,2021-08-02
1,32,118,2021-08-02
1,33,82,2021-08-02
1,34,94,2021-08-02
1,35,125,2021-08-02
1,36,179,2021-08-02
1,37,192,2021-08-02
1,38,136,2021-08-02
1,39,84,2021-08-02
1,40,100,2021-08-02
1,41,118,2021-08-02
1,42,127,2021-08-02
1,43,97,2021-08-02
1,44,98,2021-08-02
1,45,146,2021-08-02
1,46,184,2021-08-02
1,47,100,2021-08-02
1,48,110,2021-08-02
1,49,113,2021-08-02
1,50,174,2021-08-02
1,51,197,2021-08-02
1,52,140,2021-08-02
1,53,83,2021-08-02
1,54,95,2021-08-02
1,55,116,2021-08-02
1,56,190,2021-08-02
1,57,145,2021-08-02
1,58,100,2021-08-02
1,59,111,2021-08-02
1,60,194,2021-08-02
1,61,129,2021-08-02
1,62,181,2021-08-02
1,63,94,2021-08-02
1,64,125,2021-08-02
1,65,150,2021-08-02
1,66,183,2021-08-02
1,67,109,2021-08-02
1,68,123,2021-08-02
1,69,161,2021-08-02
1,70,154,2021-08-02
1,71,92,2021-08-02
1,72,125,2021-08-02
1,73,107,2021-08-02
1,74,110,2021-08-02
1,75,170,2021-08-02
1,76,182,2021-08-02
1,77,140,2021-08-02
1,78,177,2021-08-02
1,79,80,2021-08-02
1,80,78,2021-08-02
1,81,194,2021-08-02
1,82,183,2021-08-02
1,83,161,2021-08-02
1,84,173,2021-08-02
1,85,161,2021-08-02
1,86,79,2021-08-02
1,87,196,2021-08-02
1,88,108,2021-08-02
2,1,143,2021-08-02
2,2,165,2021-08-02
2,3,139,2021-08-02
2,4,151,2021-08-02
2,5,108,2021-08-02
2,6,179,2021-08-02
2,7,160,2021-08-02
2,8,105,2021-08-02
2,9,131,2021-08-02
2,10,105,2021-08-02
2,11,181,2021-08-02
2,12,131,2021-08-02
2,13,85,2021-08-02
2,14,138,2021-08-02
2,15,192,2021-08-02
2,16,119,2021-08-02
2,17,129,2021-08-02
2,18,126,2021-08-02
2,19,122,2021-08-02
2,20,191,2021-08-02
2,21,137,2021-08-02
2,22,94,2021-08-02
2,23,139,2021-08-02
2,24,170,2021-08-02
2,25,127,2021-08-02
2,26,106,2021-08-02
2,27,89,2021-08-02
2,28,167,2021-08-02
2,29,183,2021-08-02
2,30,183,2021-08-02
2,31,144,2021-08-02
2,32,82,2021-08-02
2,33,166,2021-08-02
2,34,108,2021-08-02
2,35,175,2021-08-02
2,36,165,2021-08-02
2,37,123,2021-08-02
2,38,84,2021-08-02
2,39,120,2021-08-02
2,40,170,2021-08-02
2,41,93,2021-08-02
2,42,114,2021-08-02
2,43,143,2021-08-02
2,44,180,2021-08-02
2,45,200,2021-08-02
2,46,152,2021-08-02
2,47,188,2021-08-02
2,48,161,2021-08-02
2,49,125,2021-08-02
2,50,192,2021-08-02
2,51,131,2021-08-02
2,52,156,2021-08-02
2,53,133,2021-08-02
2,54,132,2021-08-02
2,55,192,2021-08-02
2,56,182,2021-08-02
2,57,95,2021-08-02
2,58,180,2021-08-02
2,59,77,2021-08-02
2,60,167,2021-08-02
2,61,131,2021-08-02
2,62,105,2021-08-02
2,63,158,2021-08-02
2,64,170,2021-08-02
2,65,182,2021-08-02
2,66,91,2021-08-02
2,67,172,2021-08-02
2,68,177,2021-08-02
2,69,200,2021-08-02
2,70,136,2021-08-02
2,71,81,2021-08-02
2,72,184,2021-08-02
2,73,151,2021-08-02
2,74,158,2021-08-02
2,75,165,2021-08-02
2,76,128,2021-08-02
2,77,85,2021-08-02
2,78,128,2021-08-02
2,79,107,2021-08-02
2,80,144,2021-08-02
2,81,152,2021-08-02
2,82,155,2021-08-02
2,83,99,2021-08-02
2,84,150,2021-08-02
2,85,199,2021-08-02
2,86,154,2021-08-02
2,87,82,2021-08-02
2,88,90,2021-08-02
2,89,144,2021-08-02
2,90,80,2021-08-02
2,91,176,2021-08-02
2,92,169,2021-08-02
2,93,181,2021-08-02
2,94,122,2021-08-02
2,95,129,2021-08-02
2,96,81,2021-08-02
2,97,193,2021-08-02
2,98,112,2021-08-02
2,99,78,2021-08-02
3,1,167,2021-08-02
3,2,127,2021-08-02
3,3,85,2021-08-02
3,4,181,2021-08-02
3,5,148,2021-08-02
3,6,199,2021-08-02
3,7,174,2021-08-02
3,8,141,2021-08-02
3,9,140,2021-08-02
3,10,78,2021-08-02
3,11,141,2021-08-02
3,12,155,2021-08-02
3,13,134,2021-08-02
3,14,109,2021-08-02
3,15,200,2021-08-02
3,16,145,2021-08-02
3,17,185,2021-08-02
3,18,145,2021-08-02
3,19,163,2021-08-02
3,20,80,2021-08-02
3,21,156,2021-08-02
3,22,135,2021-08-02
3,23,113,2021-08-02
3,24,102,2021-08-02
3,25,132,2021-08-02
3,26,156,2021-08-02
3,27,131,2021-08-02
3,28,103,2021-08-02
3,29,169,2021-08-02
3,30,95,2021-08-02
3,31,97,2021-08-02
3,32,107,2021-08-02
3,33,157,2021-08-02
3,34,138,2021-08-02
3,35,169,2021-08-02
3,36,161,2021-08-02
3,37,97,2021-08-02
3,38,161,2021-08-02
3,39,102,2021-08-02
3,40,140,2021-08-02
3,41,131,2021-08-02
3,42,193,2021-08-02
3,43,109,2021-08-02
3,44,167,2021-08-02
3,45,75,2021-08-02
3,46,125,2021-08-02
3,47,194,2021-08-02
3,48,101,2021-08-02
3,49,191,2021-08-02
3,50,125,2021-08-02
3,51,84,2021-08-02
3,52,156,2021-08-02
3,53,135,2021-08-02
3,54,112,2021-08-02
3,55,187,2021-08-02
3,56,200,2021-08-02
3,57,99,2021-08-02
3,58,77,2021-08-02
3,59,146,2021-08-02
3,60,147,2021-08-02
3,61,178,2021-08-02
3,62,154,2021-08-02
3,63,190,2021-08-02
3,64,127,2021-08-02
3,65,194,2021-08-02
3,66,96,2021-08-02
3,67,124,2021-08-02
3,68,99,2021-08-02
3,69,199,2021-08-02
3,70,141,2021-08-02
3,71,107,2021-08-02
3,72,115,2021-08-02
3,73,92,2021-08-02
3,74,157,2021-08-02
3,75,93,2021-08-02
3,76,76,2021-08-02
3,77,102,2021-08-02
3,78,147,2021-08-02
3,79,185,2021-08-02
3,80,124,2021-08-02
3,81,123,2021-08-02
3,82,153,2021-08-02
3,83,121,2021-08-02
3,84,138,2021-08-02
3,85,117,2021-08-02
3,86,191,2021-08-02
3,87,195,2021-08-02
3,88,139,2021-08-02
3,89,189,2021-08-02
3,90,178,2021-08-02
3,91,119,2021-08-02
3,92,142,2021-08-02
3,93,106,2021-08-02
3,94,177,2021-08-02
3,95,157,2021-08-02
3,96,173,2021-08-02
3,97,183,2021-08-02
3,98,174,2021-08-02
3,99,77,2021-08-02
3,100,99,2021-08-02
3,101,193,2021-08-02
3,102,146,2021-08-02
3,103,197,2021-08-02
3,104,115,2021-08-02
3,105,170,2021-08-02
3,106,187,2021-08-02
3,107,104,2021-08-02
3,108,177,2021-08-02
3,109,125,2021-08-02
3,110,137,2021-08-02
3,111,86,2021-08-02
3,112,177,2021-08-02
3,113,75,2021-08-02
3,114,196,2021-08-02
3,115,142,2021-08-02
3,116,168,2021-08-02
3,117,100,2021-08-02
3,118,103,2021-08-02
3,119,187,2021-08-02
4,1,190,2021-08-02
4,2,141,2021-08-02
4,3,136,2021-08-02
4,4,85,2021-08-02
4,5,163,2021-08-02
4,6,149,2021-08-02
4,7,131,2021-08-02
4,8,96,2021-08-02
4,9,112,2021-08-02
4,10,187,2021-08-02
4,11,143,2021-08-02
4,12,146,2021-08-02
4,13,80,2021-08-02
4,14,172,2021-08-02
4,15,89,2021-08-02
4,16,136,2021-08-02
4,17,200,2021-08-02
4,18,90,2021-08-02
4,19,128,2021-08-02
4,20,182,2021-08-02
4,21,108,2021-08-02
4,22,145,2021-08-02
4,23,193,2021-08-02
4,24,108,2021-08-02
4,25,110,2021-08-02
4,26,80,2021-08-02
4,27,116,2021-08-02
4,28,176,2021-08-02
4,29,81,2021-08-02
4,30,170,2021-08-02
4,31,156,2021-08-02
4,32,96,2021-08-02
4,33,138,2021-08-02
4,34,200,2021-08-02
4,35,162,2021-08-02
4,36,109,2021-08-02
4,37,173,2021-08-02
4,38,109,2021-08-02
4,39,146,2021-08-02
4,40,94,2021-08-02
4,41,177,2021-08-02
4,42,120,2021-08-02
4,43,200,2021-08-02
4,44,143,2021-08-02
4,45,184,2021-08-02
4,46,108,2021-08-02
4,47,97,2021-08-02
4,48,186,2021-08-02
4,49,193,2021-08-02
4,50,95,2021-08-02
4,51,83,2021-08-02
4,52,140,2021-08-02
4,53,180,2021-08-02
4,54,178,2021-08-02
4,55,92,2021-08-02
4,56,77,2021-08-02
4,57,109,2021-08-02
4,58,167,2021-08-02
4,59,146,2021-08-02
4,60,148,2021-08-02
4,61,194,2021-08-02
4,62,166,2021-08-02
4,63,78,2021-08-02
4,64,102,2021-08-02
4,65,173,2021-08-02
4,66,126,2021-08-02
4,67,118,2021-08-02
4,68,114,2021-08-02
4,69,183,2021-08-02
4,70,151,2021-08-02
4,71,110,2021-08-02
4,72,152,2021-08-02
4,73,88,2021-08-02
4,74,99,2021-08-02
4,75,170,2021-08-02
4,76,176,2021-08-02
4,77,153,2021-08-02
4,78,108,2021-08-02
4,79,149,2021-08-02
4,80,105,2021-08-02
4,81,77,2021-08-02
4,82,182,2021-08-02
4,83,105,2021-08-02
4,84,89,2021-08-02
4,85,144,2021-08-02
4,86,119,2021-08-02
4,87,99,2021-08-02
4,88,154,2021-08-02
4,89,194,2021-08-02
4,90,197,2021-08-02
4,91,86,2021-08-02
4,92,138,2021-08-02
4,93,142,2021-08-02
4,94,165,2021-08-02
4,95,196,2021-08-02
4,96,103,2021-08-02
4,97,141,2021-08-02
4,98,189,2021-08-02
4,99,104,2021-08-02
4,100,136,2021-08-02
4,101,101,2021-08-02
4,102,122,2021-08-02
4,103,124,2021-08-02
4,104,86,2021-08-02
4,105,118,2021-08-02
4,106,195,2021-08-02
4,107,178,2021-08-02
5,1,174,2021-08-02
5,2,143,2021-08-02
5,3,157,2021-08-02
5,4,97,2021-08-02
5,5,176,2021-08-02
5,6,144,2021-08-02
5,7,80,2021-08-02
5,8,143,2021-08-02
5,9,198,2021-08-02
5,10,174,2021-08-02
5,11,97,2021-08-02
5,12,93,2021-08-02
5,13,107,2021-08-02
5,14,172,2021-08-02
5,15,148,2021-08-02
5,16,140,2021-08-02
5,17,183,2021-08-02
5,18,134,2021-08-02
5,19,149,2021-08-02
5,20,195,2021-08-02
5,21,153,2021-08-02
5,22,156,2021-08-02
5,23,82,2021-08-02
5,24,127,2021-08-02
5,25,83,2021-08-02
5,26,186,2021-08-02
5,27,108,2021-08-02
5,28,200,2021-08-02
5,29,164,2021-08-02
5,30,176,2021-08-02
5,31,176,2021-08-02
5,32,158,2021-08-02
5,33,160,2021-08-02
5,34,139,2021-08-02
5,35,170,2021-08-02
5,36,148,2021-08-02
5,37,135,2021-08-02
5,38,197,2021-08-02
5,39,150,2021-08-02
5,40,189,2021-08-02
5,41,152,2021-08-02
5,42,157,2021-08-02
5,43,158,2021-08-02
5,44,170,2021-08-02
5,45,131,2021-08-02
5,46,152,2021-08-02
5,47,137,2021-08-02
5,48,139,2021-08-02
5,49,197,2021-08-02
5,50,136,2021-08-02
5,51,155,2021-08-02
5,52,199,2021-08-02
5,53,183,2021-08-02
5,54,154,2021-08-02
5,55,130,2021-08-02
5,56,120,2021-08-02
5,57,178,2021-08-02
5,58,95,2021-08-02
5,59,163,2021-08-02
5,60,194,2021-08-02
5,61,153,2021-08-02
5,62,127,2021-08-02
5,63,117,2021-08-02
5,64,155,2021-08-02
5,65,159,2021-08-02
5,66,128,2021-08-02
5,67,140,2021-08-02
5,68,106,2021-08-02
5,69,147,2021-08-02
5,70,178,2021-08-02
5,71,141,2021-08-02
5,72,199,2021-08-02
5,73,97,2021-08-02
5,74,82,2021-08-02
5,75,97,2021-08-02
5,76,194,2021-08-02
5,77,197,2021-08-02
5,78,165,2021-08-02
5,79,195,2021-08-02
5,80,138,2021-08-02
5,81,150,2021-08-02
5,82,119,2021-08-02
5,83,140,2021-08-02
5,84,178,2021-08-02
5,85,112,2021-08-02
5,86,124,2021-08-02
5,87,139,2021-08-02
5,88,82,2021-08-02
5,89,178,2021-08-02
5,90,101,2021-08-02
5,91,135,2021-08-02
5,92,82,2021-08-02
5,93,83,2021-08-02
5,94,121,2021-08-02
5,95,125,2021-08-02
5,96,159,2021-08-02
5,97,149,2021-08-02
5,98,120,2021-08-02
5,99,121,2021-08-02
5,100,86,2021-08-02
5,101,126,2021-08-02
5,102,88,2021-08-02
5,103,172,2021-08-02
5,104,79,2021-08-02
5,105,166,2021-08-02
5,106,156,2021-08-02
5,107,97,2021-08-02
5,108,85,2021-08-02
5,109,188,2021-08-02
5,110,158,2021-08-02
5,111,78,2021-08-02
5,112,198,2021-08-02
5,113,76,2021-08-02
5,114,150,2021-08-02
5,115,173,2021-08-02
5,116,197,2021-08-02
5,117,172,2021-08-02
5,118,116,2021-08-02
5,119,193,2021-08-02
5,120,190,2021-08-02
5,121,123,2021-08-02
5,122,175,2021-08-02
5,123,82,2021-08-02
1,1,182,2021-08-04
1,2,159,2021-08-04
1,3,196,2021-08-04
1,4,130,2021-08-04
1,5,76,2021-08-04
1,6,165,2021-08-04
1,7,77,2021-08-04
1,8,81,2021-08-04
1,9,177,2021-08-04
1,10,86,2021-08-04
1,11,160,2021-08-04
1,12,142,2021-08-04
1,13,83,2021-08-04
1,14,126,2021-08-04
1,15,140,2021-08-04
1,16,88,2021-08-04
1,17,88,2021-08-04
1,18,99,2021-08-04
1,19,185,2021-08-04
1,20,88,2021-08-04
1,21,99,2021-08-04
1,22,82,2021-08-04
1,23,160,2021-08-04
1,24,135,2021-08-04
1,25,123,2021-08-04
1,26,144,2021-08-04
1,27,86,2021-08-04
1,28,82,2021-08-04
1,29,161,2021-08-04
1,30,190,2021-08-04
1,31,164,2021-08-04
1,32,115,2021-08-04
1,33,194,2021-08-04
1,34,109,2021-08-04
1,35,133,2021-08-04
1,36,200,2021-08-04
1,37,196,2021-08-04
1,38,188,2021-08-04
1,39,101,2021-08-04
1,40,164,2021-08-04
1,41,95,2021-08-04
1,42,149,2021-08-04
1,43,170,2021-08-04
1,44,153,2021-08-04
1,45,200,2021-08-04
1,46,92,2021-08-04
1,47,138,2021-08-04
1,48,102,2021-08-04
1,49,77,2021-08-04
1,50,118,2021-08-04
